Ville;Latitude;Longitude;Date;weathercode;Temps_Label;temperature_2m_max;temperature_2m_min
Île-de-Sein;48.03;-4.85;11/08/2026;0;SOLEIL;31.5;15.9
Île-de-Sein;48.03;-4.85;12/08/2026;0;SOLEIL;30.1;18.6
Morlaix;48.57;-3.82;08/08/2026;5;SOLEIL VOILÉ;26.7;16.1
Morlaix;48.57;-3.82;09/08/2026;0;SOLEIL;20.4;17
Morlaix;48.57;-3.82;10/08/2026;0;SOLEIL;21.5;16.1
Morlaix;48.57;-3.82;11/08/2026;0;SOLEIL;26.7;17.4
Morlaix;48.57;-3.82;12/08/2026;0;SOLEIL;24.5;20.1
Ouessant;48.45;-5.09;08/08/2026;5;SOLEIL VOILÉ;30.1;10.1
Ouessant;48.45;-5.09;09/08/2026;0;SOLEIL;26.1;13.7
Ouessant;48.45;-5.09;10/08/2026;0;SOLEIL;25.5;15.1
Ouessant;48.45;-5.09;11/08/2026;0;SOLEIL;30.5;14.4
Ouessant;48.45;-5.09;12/08/2026;0;SOLEIL;30.4;18.2
Quimper;47.99;-4.09;08/08/2026;2;NUAGEUX;23.7;13.6
Quimper;47.99;-4.09;09/08/2026;0;SOLEIL;21.7;15.1
Quimper;47.99;-4.09;10/08/2026;0;SOLEIL;22.1;15.5
Quimper;47.99;-4.09;11/08/2026;0;SOLEIL;23.4;15.5
Quimper;47.99;-4.09;12/08/2026;0;SOLEIL;22.5;16.9
Fougères;48.35;-1.2;08/08/2026;5;SOLEIL VOILÉ;29.6;12.4
Fougères;48.35;-1.2;09/08/2026;0;SOLEIL;25.5;15
Fougères;48.35;-1.2;10/08/2026;0;SOLEIL;29.1;15.7
Fougères;48.35;-1.2;11/08/2026;0;SOLEIL;31.5;16.5
Fougères;48.35;-1.2;12/08/2026;0;SOLEIL;29.9;20.1
Redon;47.65;-2.08;08/08/2026;5;SOLEIL VOILÉ;31.1;14.6
Redon;47.65;-2.08;09/08/2026;0;SOLEIL;29.2;16.7
Redon;47.65;-2.08;10/08/2026;0;SOLEIL;28.9;15.9
Redon;47.65;-2.08;11/08/2026;0;SOLEIL;32.5;17.1
Redon;47.65;-2.08;12/08/2026;0;SOLEIL;33.4;21.1
Rennes;48.11;-1.67;08/08/2026;5;SOLEIL VOILÉ;32.5;13.2
Rennes;48.11;-1.67;09/08/2026;0;SOLEIL;29.2;16.7
Rennes;48.11;-1.67;10/08/2026;0;SOLEIL;31.5;15.4
Rennes;48.11;-1.67;11/08/2026;0;SOLEIL;34.5;17.6
Rennes;48.11;-1.67;12/08/2026;0;SOLEIL;35.7;21.2
Saint-Malo;48.64;-2.02;08/08/2026;5;SOLEIL VOILÉ;29.1;13
Saint-Malo;48.64;-2.02;09/08/2026;0;SOLEIL;24.1;16.9
Saint-Malo;48.64;-2.02;10/08/2026;0;SOLEIL;23.9;16.7
Saint-Malo;48.64;-2.02;11/08/2026;0;SOLEIL;28.5;17
Saint-Malo;48.64;-2.02;12/08/2026;0;SOLEIL;28.2;19.5
Lorient;47.74;-3.36;08/08/2026;5;SOLEIL VOILÉ;28.9;14.7
Lorient;47.74;-3.36;09/08/2026;0;SOLEIL;25.6;15.7
Lorient;47.74;-3.36;10/08/2026;0;SOLEIL;28;15.9
Lorient;47.74;-3.36;11/08/2026;0;SOLEIL;33.7;17.5
Lorient;47.74;-3.36;12/08/2026;0;SOLEIL;32.9;21.5
Pontivy;48.06;-2.96;08/08/2026;5;SOLEIL VOILÉ;31.1;11.2
Pontivy;48.06;-2.96;09/08/2026;0;SOLEIL;29;14.4
Pontivy;48.06;-2.96;10/08/2026;0;SOLEIL;26.9;14.9
Pontivy;48.06;-2.96;11/08/2026;0;SOLEIL;31.5;15.1
Pontivy;48.06;-2.96;12/08/2026;0;SOLEIL;34.7;19.6
Vannes;47.65;-2.76;08/08/2026;5;SOLEIL VOILÉ;31.5;14.6
Vannes;47.65;-2.76;09/08/2026;0;SOLEIL;29.5;16
Vannes;47.65;-2.76;10/08/2026;0;SOLEIL;31.2;16.4
Vannes;47.65;-2.76;11/08/2026;0;SOLEIL;35.2;17.9
Vannes;47.65;-2.76;12/08/2026;0;SOLEIL;34.6;22.1
